Pos	Slit	X	Y	Archivo	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL
67	1	111.30	19.6	604R1_778-265268.xlsx	6557.054	0.012	0.99	0.028	1727	38.83	1821	41.79	6542.234	0.047	0.776	0.116	106.8	13.52	88.24	11.36	6577.734	0.047	0.776	0.116	320.5	40.56	264.7	34.08	6711.13	0.01	0.841	0.019	267.4	5.96	239.4	5.438	6725.53	0.01	0.841	0.019	185.5	5.555	166.1	5.08
68	1	109.96	19.6	604R1_778-269272.xlsx	6557.043	0.011	0.964	0.029	1681	39.42	1725	41.32	6542.207	0.052	0.767	0.126	95.44	13.38	77.92	11.12	6577.707	0.052	0.767	0.126	286.3	40.15	233.8	33.35	6711.096	0.01	0.76	0.02	246.3	6.436	199.3	5.315	6725.496	0.01	0.76	0.02	164	5.963	132.7	4.933
69	1	108.62	19.6	604R1_778-273276.xlsx	6556.949	0.015	1.194	0.048	1505	43.11	1912	56.51	6542.146	0.068	0.78	0.166	84.91	15.19	70.52	12.9	6577.646	0.068	0.78	0.166	254.7	45.57	211.6	38.69	6711.038	0.013	0.815	0.026	224.3	6.863	194.6	6.099	6725.438	0.013	0.815	0.026	165.9	6.467	143.9	5.699
70	1	107.28	19.6	604R1_778-277280.xlsx	6556.814	0.012	1.305	0.032	1471	28.52	2043	40.72	6542.101	0.061	0.887	0.15	75.43	10.68	71.19	10.35	6577.601	0.061	0.887	0.15	226.3	32.04	213.6	31.04	6710.992	0.017	1.03	0.038	177.9	6.184	195	7.024	6725.392	0.017	1.03	0.038	121.9	5.799	133.6	6.431
71	1	105.94	19.6	604R1_778-281284.xlsx	6556.954	0.009	0.946	0.022	1666	33.11	1677	33.94	6542.167	0.055	0.833	0.132	81.39	11.02	72.17	10.04	6577.667	0.055	0.833	0.132	244.2	33.05	216.5	30.13	6711.061	0.012	0.859	0.032	203.1	7.652	185.7	7.134	6725.46	0.012	0.859	0.032	139.1	7.178	127.2	6.676
72	1	104.60	19.6	604R1_778-285288.xlsx	6556.978	0.01	0.891	0.027	1424	35.45	1350	34.2	6542.139	0.058	0.734	0.145	74	12.25	57.82	9.767	6577.639	0.058	0.734	0.145	222	36.74	173.5	29.3	6711.074	0.018	0.801	0.032	185.5	7.604	158.2	6.748	6725.474	0.018	0.801	0.032	134.2	7.371	114.4	6.234
73	1	103.26	19.6	604R1_778-289292.xlsx	6556.639	0.063	2.302	0.152	882.3	45.6	2161	118.2	6541.512	0.381	2.634	0.794	43.47	12.34	121.9	37.61	6577.012	0.381	2.634	0.794	130.4	37.03	365.6	112.8	6710.367	0.081	2.617	0.162	109.6	7.746	305.4	22.57	6724.767	0.081	2.617	0.162	77.8	7.394	216.7	21.62
74	1	101.92	19.6	604R1_778-293296.xlsx	6556.92	0.02	1.183	0.072	1088	43.86	1370	57.41	6541.781	0.288	1.928	0.655	34.05	9.175	69.89	20.42	6577.281	0.288	1.928	0.655	102.2	27.52	209.7	61.27	6710.983	0.042	1.065	0.127	114.4	9.725	129.7	11.83	6725.383	0.042	1.065	0.127	69.25	8.488	78.5	9.651
75	1	100.58	19.6	604R1_778-297300.xlsx	6556.899	0.005	0.908	0.014	2596	33.62	2509	33.05	6542.096	0.037	0.769	0.088	118.1	11.43	96.63	9.585	6577.596	0.037	0.769	0.088	354.3	34.29	289.9	28.76	6710.96	0.008	0.761	0.019	308.3	7.712	249.7	6.231	6725.36	0.008	0.761	0.019	225.5	7.112	182.6	5.945
76	1	99.23	19.6	604R1_778-301304.xlsx	6556.9	0.002	-0.879	0.006	4083	23.41	-3822	-22.24	6542.062	0.015	0.769	0.036	191.4	7.776	156.6	6.548	6577.562	0.015	0.769	0.036	574.1	23.33	469.7	19.64	6710.95	0.005	0.789	0.012	446.9	6.741	375.3	5.79	6725.35	0.005	0.789	0.012	316.7	6.328	266	5.355
77	1	97.89	19.6	604R1_778-305308.xlsx	6556.872	0.003	0.924	0.01	3084	26.68	3033	26.7	6542.021	0.019	0.822	0.047	184.7	8.844	161.5	7.954	6577.521	0.019	0.822	0.047	554.1	26.53	484.6	23.86	6710.902	0.006	0.828	0.014	448.4	7.566	395.1	6.762	6725.302	0.006	0.828	0.014	330.6	7.078	291.3	6.383
78	1	96.55	19.6	604R1_778-309312.xlsx	6556.609	0.004	1.07	0.008	2083	12.38	2372	14.39	6541.743	0.013	0.92	0.032	141.7	4.193	138.7	4.219	6577.243	0.013	0.92	0.032	425	12.58	416.2	12.66	6710.648	0.006	0.964	0.017	334.7	5.597	343.4	5.905	6725.048	0.006	0.964	0.017	220.1	5.195	225.9	5.408
79	1	95.21	19.6	604R1_778-313316.xlsx	6556.515	0.004	1.098	0.008	1710	10.97	1998	13.08	6541.636	0.013	0.938	0.032	127.4	3.739	127.2	3.84	6577.136	0.013	0.938	0.032	382.2	11.22	381.6	11.52	6710.493	0.007	0.965	0.02	319.8	6.195	328.4	6.56	6724.893	0.007	0.965	0.02	208.5	5.717	214.2	5.958
80	1	93.87	19.6	604R1_778-317320.xlsx	6556.441	0.004	1.235	0.011	1159	9.104	1523	12.24	6541.536	0.016	1.056	0.039	101.1	3.146	113.7	3.649	6577.036	0.016	1.056	0.039	303.4	9.437	341	10.95	6710.406	0.013	1.179	0.027	225.1	5.156	282.5	6.752	6724.806	0.013	1.179	0.027	177.8	4.998	223.2	6.338
81	1	92.53	19.6	604R1_778-321324.xlsx	6556.531	0.005	1.202	0.013	884.4	8.468	1132	11.08	6541.652	0.023	1.108	0.056	64.1	2.785	75.57	3.388	6577.152	0.023	1.108	0.056	192.3	8.354	226.7	10.17	6710.487	0.014	1.093	0.031	197.5	5.485	229.8	6.455	6724.887	0.014	1.093	0.031	138.4	5.044	161	6.121
82	1	91.19	19.6	604R1_778-325328.xlsx	6556.562	0.006	1.145	0.017	670.9	8.529	817.5	10.61	6541.624	0.023	0.93	0.054	59.63	2.976	59.05	3.029	6577.124	0.023	0.93	0.054	178.9	8.928	177.2	9.086	6710.478	0.014	1.042	0.037	152.9	5.334	169.6	6.02	6724.877	0.014	1.042	0.037	99.52	4.905	110.4	5.601
83	1	89.85	19.6	604R1_778-329332.xlsx	6556.631	0.011	1.274	0.024	468.8	7.513	635.6	10.43	6541.712	0.041	1.27	0.094	35.85	2.352	48.45	3.291	6577.212	0.041	1.27	0.094	107.5	7.055	145.3	9.873	6710.533	0.019	1.204	0.051	115.5	4.618	148.1	6.133	6724.933	0.019	1.204	0.051	75.73	4.287	97.09	5.602
84	1	88.51	19.6	604R1_778-333336.xlsx	6556.734	0.009	1.185	0.023	543.9	8.903	685.8	11.47	6541.827	0.043	1.285	0.103	39.49	2.708	54.02	3.846	6577.327	0.043	1.285	0.103	118.5	8.123	162.1	11.54	6710.665	0.023	1.3	0.055	111.5	4.666	154.4	6.664	6725.065	0.023	1.3	0.055	77.59	4.362	107.4	6.209
85	1	87.17	19.6	604R1_778-337340.xlsx	6556.704	0.011	1.136	0.027	423.2	8.471	511.6	10.47	6541.79	0.057	1.247	0.148	27.34	2.617	36.3	3.619	6577.29	0.057	1.247	0.148	82.03	7.852	108.9	10.86	6710.659	0.024	1.127	0.058	94.66	4.728	113.6	5.867	6725.059	0.024	1.127	0.058	60.67	4.397	72.8	5.35
86	1	85.82	19.6	604R1_778-341344.xlsx	6556.618	0.02	1.087	0.044	245.7	8.618	284.3	10.18	6541.725	0.072	1.173	0.167	21.11	2.609	26.37	3.386	6577.225	0.072	1.173	0.167	63.34	7.826	79.1	10.16	6710.526	0.037	0.994	0.085	65.66	5.496	69.47	6.065	6724.926	0.037	0.994	0.085	42.53	5.197	44.99	5.477
87	1	84.48	19.6	604R1_778-345348.xlsx	6556.594	0.025	1.034	0.07	160	9.051	176.2	10.17	6541.683	0.165	1.185	0.503	9.737	2.964	12.28	3.892	6577.183	0.165	1.185	0.503	29.21	8.891	36.85	11.68	6710.472	0.059	1.203	0.164	36.27	4.56	46.43	5.799	6724.872	0.059	1.203	0.164	24.41	4.006	31.25	5.555
88	1	83.14	19.6	604R1_778-349352.xlsx	6556.547	0.042	1.081	0.097	118.3	8.849	136.1	10.39	6541.598	0.139	0.89	0.282	9.474	2.909	8.973	2.808	6577.098	0.139	0.89	0.282	28.42	8.726	26.92	8.424	6710.564	0.093	1.434	0.262	29.64	4.778	45.23	7.579	6724.964	0.093	1.434	0.262	19.63	4.339	29.96	6.907
89	1	81.80	19.6	604R1_778-353356.xlsx	6556.481	0.035	1.283	0.075	145.2	7.376	198.3	10.3	6541.636	0.123	1.013	0.252	10.7	2.538	11.54	2.797	6577.136	0.123	1.013	0.252	32.1	7.614	34.62	8.391	6710.343	0.076	1.287	0.166	29.6	3.995	40.54	5.662	6724.743	0.076	1.287	0.166	18.21	3.75	24.94	5.198
90	1	80.46	19.6	604R1_778-357360.xlsx	6556.451	0.025	1.176	0.069	174.5	8.349	218.3	10.71	6541.773	0.132	1.448	0.294	12.94	2.302	19.94	3.687	6577.273	0.132	1.448	0.294	38.81	6.906	59.81	11.06	6710.508	0.053	1.099	0.143	48.64	5.295	56.89	6.492	6724.908	0.053	1.099	0.143	26.75	4.711	31.29	5.55
91	1	79.12	19.6	604R1_778-361364.xlsx	6556.524	0.011	1.001	0.024	464.6	9.258	495.3	10.06	6541.733	0.071	1.058	0.211	20.5	3.046	23.08	3.57	6577.233	0.071	1.058	0.211	61.5	9.139	69.25	10.71	6710.491	5.361	-45.575	30.505	10.25	6.164	-497.3	-602.2	6724.891	5.361	-45.575	30.505	0.4231	0.6232	-20.53	-36.09
92	1	77.78	19.6	604R1_778-365368.xlsx	6556.612	0.006	1.089	0.011	969.9	8.459	1124	9.998	6541.768	0.02	0.959	0.05	66.91	2.904	68.32	3.054	6577.268	0.02	0.959	0.05	200.7	8.713	205	9.163	6710.646	0.015	1.034	0.033	177.1	5.365	195	5.976	6725.046	0.015	1.034	0.033	122	4.888	134.3	5.615
93	1	76.44	19.6	604R1_778-369372.xlsx	6556.717	0.004	1.033	0.008	1621	10.6	1782	11.88	6541.9	0.014	0.941	0.033	117.5	3.526	117.7	3.629	6577.4	0.014	0.941	0.033	352.5	10.58	353.1	10.89	6710.75	0.008	0.915	0.017	367.1	6.319	357.4	6.334	6725.15	0.008	0.915	0.017	250.8	5.87	244.2	5.804
94	1	75.10	19.6	604R1_778-373376.xlsx	6556.862	0.004	1.033	0.008	1483	10.07	1630	11.27	6542.024	0.013	0.949	0.033	119.7	3.393	120.9	3.532	6577.524	0.013	0.949	0.033	359.1	10.18	362.7	10.6	6710.92	0.008	0.94	0.016	343.3	5.71	343.6	5.895	6725.32	0.008	0.94	0.016	240.7	5.372	240.9	5.436
95	1	73.76	19.6	604R1_778-377380.xlsx	6556.89	0.01	1.046	0.02	589.1	9.426	656	10.71	6542.054	0.027	0.976	0.069	53.02	3.093	55.06	3.313	6577.554	0.027	0.976	0.069	159.1	9.28	165.2	9.939	6710.902	0.011	0.981	0.027	193.6	5.224	202.1	5.57	6725.302	0.011	0.981	0.027	137.9	4.882	144	5.222
96	1	72.41	19.6	604R1_778-381384.xlsx	6556.901	0.031	1.064	0.068	177.9	9.457	201.4	10.93	6542.081	0.077	1.026	0.172	19.3	2.929	21.09	3.292	6577.581	0.077	1.026	0.172	57.91	8.788	63.26	9.875	6710.93	0.033	1.056	0.081	60.21	4.802	67.69	5.463	6725.33	0.033	1.056	0.081	50.14	4.576	56.36	5.345
97	1	71.07	19.6	604R1_778-385388.xlsx	6557.042	0.069	0.978	0.142	63.77	8.516	66.39	8.998	6541.948	0.157	1.103	0.306	8.968	2.487	10.53	2.966	6577.448	0.157	1.103	0.306	26.91	7.462	31.59	8.898	6710.708	0.107	0.853	0.236	17.33	6.385	15.74	5.178	6725.107	0.107	0.853	0.236	21.8	5.874	19.79	6.126
98	1	69.73	19.6	604R1_778-389392.xlsx	6556.967	0.1	-0.966	0.229	41.61	8.972	-42.79	-9.426	6541.635	0.331	1.461	0.649	5.1	2.222	7.929	3.637	6577.135	0.331	1.461	0.649	15.3	6.665	23.79	10.91	6710.81	0.087	0.679	0.164	24.45	6.362	17.67	4.847	6725.21	0.087	0.679	0.164	15.38	6.212	11.11	4.357
99	1	68.39	19.6	604R1_778-393396.xlsx	6556.894	0.123	0.8	0.271	35.95	10.05	30.61	8.705	6540.973	0.537	2.78	1.065	4.259	1.58	12.6	5.099	6576.473	0.537	2.78	1.065	12.78	4.741	37.81	15.3	6710.642	0.022	-0.248	0.278	20.98	15.66	-5.527	-3.735	6725.042	0.022	-0.248	0.278	57.45	202	-15.14	-36.36
100	1	67.05	19.6	604R1_778-397400.xlsx	6556.86	0.129	1.187	0.27	38.53	8.157	48.7	10.6	6545.24	1.463	10.364	2.795	3.592	0.9705	39.63	13.66	6580.74	1.463	10.364	2.795	10.78	2.911	118.9	40.98	6711.164	0.141	0.679	0.309	16.01	6.562	11.56	4.879	6725.563	0.141	0.679	0.309	10.1	6.28	7.295	4.654
101	1	65.71	19.6	604R1_778-401404.xlsx	6556.718	0.171	0.91	0.332	27.15	9.451	26.3	9.368	6546.04	1.416	12.507	2.615	3.809	0.9738	50.71	15.68	6581.54	1.416	12.507	2.615	11.43	2.921	152.1	47.03	6710.736	0.143	1.035	0.326	16.42	5.034	18.09	5.233	6725.136	0.143	1.035	0.326	8.023	4.3	8.841	5.331
102	1	64.37	19.6	604R1_778-405408.xlsx	6557.011	0.181	1.119	0.349	24.4	7.618	29.06	9.353	6542.071	0.339	1.889	0.729	5.656	1.967	11.37	4.158	6577.571	0.339	1.889	0.729	16.97	5.901	34.12	12.47	6710.52	0.121	1.281	0.251	22.51	4.434	30.7	6.223	6724.92	0.121	1.281	0.251	10.74	4.021	14.65	5.605
103	1	63.03	19.6	604R1_778-409412.xlsx	6556.859	0.162	1.097	0.356	27.78	8.38	32.43	10.07	6548.664	1.393	9.577	3.224	3.373	0.9576	34.38	13.07	6584.164	1.393	9.577	3.224	10.12	2.873	103.1	39.21	6710.472	0.105	0.633	0.266	22.11	7.777	14.9	5.021	6724.872	0.105	0.633	0.266	0.4174	0	0.2812	0.3293
104	1	61.69	19.6	604R1_778-413416.xlsx	6556.803	0.084	-0.809	0.165	47.56	9.323	-40.95	-8.142	6541.798	0.187	0.859	0.502	7.544	3.239	6.897	3.101	6577.298	0.187	0.859	0.502	22.63	9.717	20.69	9.304	6718.043	1.069	-5.357	2.457	-5.457	2.069	31.12	13.63	6732.443	1.069	-5.357	2.457	-0.547	0	3.119	1.935
105	1	60.35	19.6	604R1_778-417420.xlsx	6556.844	0.098	-0.913	0.22	37.52	8.413	-36.47	-8.372	6546.033	1.361	11.453	2.484	3.464	0.8694	42.23	12.9	6581.533	1.361	11.453	2.484	10.39	2.608	126.7	38.69	6710.75	0.12	1.419	0.359	15.92	3.979	24.04	5.751	6725.15	0.12	1.419	0.359	20.22	3.945	30.53	6.776
106	1	59.00	19.6	604R1_778-421424.xlsx	6556.731	0.077	0.79	0.194	49.97	10.38	42.04	8.982	6547.479	1.464	12.646	2.546	3.825	0.9208	51.49	15.27	6582.979	1.464	12.646	2.546	11.48	2.762	154.5	45.8	6710.692	0.234	1.131	0.387	12.4	4.455	14.94	6.194	6725.092	0.234	1.131	0.387	6.411	5.462	7.722	5.807
107	1	57.66	19.6	604R1_778-425428.xlsx	6556.606	0.061	0.897	0.124	71.21	8.858	67.96	8.572	6541.526	0.185	0.993	0.616	8.194	3.385	8.664	3.62	6577.026	0.185	0.993	0.616	24.58	10.15	25.99	10.86	6710.631	0.091	0.677	0.336	21.63	6.759	15.58	5.552	6725.031	0.091	0.677	0.336	5.522	6.063	3.978	3.602
108	1	56.32	19.6	604R1_778-429432.xlsx	6556.537	0.003	-0.822	0.009	1041	9.746	-910.8	-8.622	6541.696	0.018	0.74	0.043	64.99	3.218	51.23	2.62	6577.196	0.018	0.74	0.043	195	9.655	153.7	7.861	6710.563	0.011	0.776	0.031	138.7	5.379	114.5	4.454	6724.963	0.011	0.776	0.031	94.74	4.943	78.26	4.194
109	1	54.98	19.6	604R1_778-433436.xlsx	6556.522	0.003	-0.831	0.008	1275	10.79	-1127	-9.649	6541.655	0.016	0.773	0.038	83.5	3.513	68.72	2.979	6577.155	0.016	0.773	0.038	250.5	10.54	206.1	8.936	6710.543	0.015	0.791	0.029	166.2	6.026	140	5.203	6724.943	0.015	0.791	0.029	108.2	5.632	91.1	4.751
110	1	53.64	19.6	604R1_778-437440.xlsx	6556.597	0.017	0.94	0.043	223.9	9.056	224	9.211	6541.672	0.048	0.658	0.114	24.43	3.418	17.12	2.579	6577.172	0.048	0.658	0.114	73.28	10.25	51.36	7.736	6710.606	0.032	0.692	0.079	54.22	5.959	39.94	4.3	6725.006	0.032	0.692	0.079	33.21	5.268	24.46	4.032
111	1	52.30	19.6	604R1_778-441444.xlsx	6556.563	0.005	-0.814	0.012	786.3	10.12	-680.9	-8.865	6541.669	0.02	-0.602	0.037	58.42	3.377	-37.47	-2.365	6577.169	0.02	-0.602	0.037	175.3	10.13	-112.4	-7.095	6710.55	0.017	0.731	0.043	106.1	6	82.56	4.795	6724.95	0.017	0.731	0.043	66.34	5.606	51.64	4.298
112	1	50.96	19.6	604R1_778-445448.xlsx	6556.538	0.006	0.847	0.015	658.6	10.06	593.6	9.188	6541.752	0.026	0.691	0.063	45.12	3.517	33.18	2.636	6577.252	0.026	0.691	0.063	135.4	10.55	99.53	7.909	6710.562	0.03	0.88	0.068	74.32	5.588	69.59	5.493	6724.962	0.03	0.88	0.068	53.62	5.419	50.21	5.001
113	1	49.62	19.6	604R1_778-449452.xlsx	6556.673	0.047	1.009	0.096	96.5	8.693	103.6	9.484	6541.641	0.113	0.818	0.316	11.14	3.342	9.697	3.009	6577.141	0.113	0.818	0.316	33.41	10.03	29.09	9.028	6710.623	0.075	0.6	0.183	16.97	5.759	10.83	3.856	6725.023	0.075	0.6	0.183	19.18	6.403	12.25	3.715
114	1	48.28	19.6	604R1_778-453456.xlsx	6557.042	0.139	0.506	0.204	32.38	10.77	17.45	7.432	6548.848	1.406	11.309	2.756	3.777	0.9008	45.47	14.21	6584.348	1.406	11.309	2.756	11.33	2.702	136.4	42.64	6708.614	0.836	2.579	1.339	-3.516	2.881	-9.652	-10.82	6723.014	0.836	2.579	1.339	-8.829	3.777	-24.24	-9.124
115	1	46.94	19.6	604R1_778-457460.xlsx	6560.301	0.471	3.529	1.023	-16.38	4.392	-61.55	-17.21	6541.47	0.031	0.235	0.055	21.72	10.91	5.437	2.119	6576.97	0.031	0.235	0.055	65.17	32.74	16.31	6.356	6712.049	1.023	6.598	1.782	4.511	2.11	31.68	15.83	6726.449	1.023	6.598	1.782	5.793	2.108	40.69	17.2
116	1	45.59	19.6	604R1_778-461464.xlsx	6560.048	0.317	2.934	0.533	-20.07	3.982	-62.67	-11.77	6543.457	0	3.351	0	2.058	0	7.342	24.62	6578.957	0	3.351	0	6.175	0	22.03	73.85	6710.899	0.136	0.762	0.289	17.36	6.218	14.08	4.383	6725.299	0.136	0.762	0.289	12.13	4.891	9.836	4.788
117	1	44.25	19.6	604R1_778-465468.xlsx	6560.093	0.416	3.129	0.644	-16.75	4.135	-55.8	-14.35	6542.517	0.554	1.611	0.755	3.075	1.697	5.273	3.169	6578.017	0.554	1.611	0.755	9.226	5.09	15.82	9.506	6708.9	1.501	3.277	2.257	-2.678	4.137	-9.343	-10.17	6723.3	1.501	3.277	2.257	3.141	2.286	10.96	11.83
118	1	42.91	19.6	604R1_778-469472.xlsx	6557.028	0.122	-0.806	0.189	32.49	8.959	-27.89	-7.763	6541.174	0.298	1.539	0.738	6.427	2.428	10.53	4.093	6576.674	0.298	1.539	0.738	19.28	7.285	31.58	12.28	6711.017	0.008	0.18	0	10.33	7.017	1.975	2.201	6725.417	0.008	0.18	0	326.5	0	62.47	141.9
119	1	41.57	19.6	604R1_778-473476.xlsx	6559.825	0.477	3.11	0.715	-15.17	4.321	-50.2	-14.9	6542.346	0.83	2.894	1.389	2.692	1.558	8.291	4.786	6577.846	0.83	2.894	1.389	8.075	4.675	24.87	14.36	6710.636	0	-134.036	120.317	6.246	0	-891.1	-1693	6725.036	0	-134.036	120.317	-16.24	26.87	2318	5783
120	1	40.23	19.6	604R1_778-477480.xlsx	6563.629	0.999	23.788	3.654	-16.65	1.794	-421.6	-86.93	6541.364	0.575	1.453	0.863	2.194	1.706	3.394	2.694	6576.864	0.575	1.453	0.863	6.582	5.117	10.18	8.082	6709.749	11.27	-10.946	17.835	-2.91	4.451	33.91	27.58	6724.148	11.27	-10.946	17.835	-1.181	11.89	13.76	159.3
121	1	38.89	19.6	604R1_778-481484.xlsx	6560.09	0.331	2.747	0.59	-22.36	5.053	-65.39	-15.16	6541.572	0.88	2.215	1.732	2.303	1.761	5.431	4.429	6577.072	0.88	2.215	1.732	6.909	5.283	16.29	13.29	6710.451	0.103	0.656	0.234	20.68	6.568	14.43	4.552	6724.851	0.103	0.656	0.234	0.3049	0	0.2128	0
122	1	37.55	19.6	604R1_778-485488.xlsx	6559.767	0.392	2.938	0.778	-18.06	4.516	-56.48	-14.84	6542.054	0.889	2.84	1.481	2.629	1.393	7.948	4.606	6577.554	0.889	2.84	1.481	7.887	4.179	23.84	13.82	6712.97	0.227	0.991	0.438	7.362	4.881	7.766	4.969	6727.37	0.227	0.991	0.438	-9.442	4.771	-9.961	-5.404
123	1	36.21	19.6	604R1_778-489492.xlsx	6559.127	0.239	1.756	0.529	-21.65	5.795	-40.46	-11.35	6547.201	1.338	11.517	2.781	3.271	0.7899	40.1	12.72	6582.701	1.338	11.517	2.781	9.814	2.37	120.3	38.17	6712.649	0.474	1.84	0.835	8.059	4.202	15.78	7.972	6727.049	0.474	1.84	0.835	4.63	3.616	9.068	7.906
124	1	34.87	19.6	604R1_778-493496.xlsx	6557.056	0.112	-0.602	0.193	31.55	9.753	-20.23	-6.963	6546.07	1.396	9.675	2.676	3.107	0.8982	32	11.68	6581.57	1.396	9.675	2.676	9.322	2.695	96	35.03	6713.412	0.318	2.031	0.616	-4.431	2.844	-9.581	-6.002	6727.812	0.318	2.031	0.616	8.72	2.942	18.85	6.399
125	1	33.53	19.6	604R1_778-497500.xlsx	6560.168	0.384	3.42	0.683	-18.96	4.064	-69.03	-15.53	6541.776	0.146	0.709	0.302	7.2	2.862	5.432	2.247	6577.276	0.146	0.709	0.302	21.6	8.587	16.29	6.741	6707.595	0.397	1.508	0.772	-3.116	4.192	-5.002	-6.492	6721.995	0.397	1.508	0.772	8.948	4.146	14.37	7.161
126	1	32.18	19.6	604R1_778-501504.xlsx	6559.931	0.483	3.305	0.759	-13.9	3.898	-48.89	-14.41	6546.936	2.284	12.88	3.946	2.095	0.7883	28.72	13.3	6582.436	2.284	12.88	3.946	6.284	2.365	86.15	39.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	1	30.84	19.6	604R1_778-505508.xlsx	6560.075	0.413	4.186	1.612	-18.96	4.546	-84.48	-23.65	6544.885	0.428	1.985	0.782	3.976	1.593	8.403	3.682	6580.385	0.428	1.985	0.782	11.93	4.78	25.21	11.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128	1	29.50	19.6	604R1_778-509512.xlsx	6556.895	0.119	-0.767	0.227	34.43	9.6	-28.11	-7.878	6541.369	0.23	0.571	0.471	4.652	3.523	2.825	2.191	6576.869	0.23	0.571	0.471	13.95	10.57	8.475	6.573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129	1	28.16	19.6	604R1_778-513516.xlsx	6564.218	1.268	21.791	4.839	-13.54	1.915	-314	-86.69	6541.68	0.18	0.74	0.351	5.589	2.576	4.4	2.165	6577.18	0.18	0.74	0.351	16.77	7.728	13.2	6.494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130	1	26.82	19.6	604R1_778-517520.xlsx	6560.177	0.371	3.182	0.599	-19.11	4.179	-64.72	-14.58	6541.745	0	-0.147	0	21.71	0	-3.404	-32.54	6577.245	0	-0.147	0	65.13	0	-10.21	-97.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131	1	25.48	19.6	604R1_778-521524.xlsx	6556.554	0	-0.297	0	58.19	0	-18.39	-122.1	6546.16	1.623	13.552	2.655	3.392	0.8644	48.93	15.22	6581.66	1.623	13.552	2.655	10.18	2.593	146.8	45.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132	1	24.14	19.6	604R1_778-525528.xlsx	6563.546	1.132	14.558	3.138	-15.19	2.349	-235.4	-53.15	6541.746	0.158	-0.126	0.825	38.67	525.6	-5.177	-36.44	6577.246	0.158	-0.126	0.825	116	1577	-15.53	-109.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133	1	22.80	19.6	604R1_778-529532.xlsx	6564.378	0.967	17.326	2.899	-15.9	1.937	-293.2	-55.28	6542.19	0.327	0.903	0.614	3.329	2.168	3.201	2.32	6577.69	0.327	0.903	0.614	9.988	6.504	9.604	6.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134	1	21.46	19.6	604R1_778-533536.xlsx	6553.319	0.205	0.835	0.469	21.81	9.245	19.4	8.63	6547.059	1.101	10.743	2.807	3.864	0.8518	44.19	13.05	6582.559	1.101	10.743	2.807	11.59	2.556	132.6	39.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	1	20.12	19.6	604R1_778-537540.xlsx	6559.69	0.426	3.598	0.777	-19.5	4.426	-74.7	-17.72	6544.067	0.48	1.225	1.061	4.466	2.627	5.823	3.972	6579.567	0.48	1.225	1.061	13.4	7.882	17.47	11.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136	1	18.77	19.6	604R1_778-541544.xlsx	6560.365	0.319	2.812	0.586	-22.03	4.72	-65.93	-14.67	6541.726	0.27	-0.8	0.409	4.338	2.687	-3.694	-2.301	6577.226	0.27	-0.8	0.409	13.02	8.06	-11.08	-6.902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137	1	17.43	19.6	604R1_778-545548.xlsx	6555.818	0.196	0.871	0.398	-22.38	9.3	-20.74	-8.737	6542.164	1.799	3.843	3.42	2.175	1.623	8.896	6.63	6577.664	1.799	3.843	3.42	6.524	4.869	26.69	19.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138	1	16.09	19.6	604R1_778-549552.xlsx	6558.695	0.251	1.442	0.396	-19.19	5.903	-29.47	-9.479	6531.418	1.752	37.671	8.026	-6.619	1.573	-265.4	-110.3	6566.918	1.752	37.671	8.026	-19.86	4.72	-796.3	-331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139	1	14.75	19.6	604R1_778-553556.xlsx	6559.783	0.399	3.194	0.699	-17.73	4.261	-60.27	-15.38	6542.806	0.93	6.639	1.546	3.563	0.9895	25.18	7.953	6578.306	0.93	6.639	1.546	10.69	2.969	75.54	23.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	1	13.41	19.6	604R1_778-557560.xlsx	6559.678	0.436	3.141	0.719	-16.56	4.435	-55.37	-15.36	6549.754	1.348	5.143	3.003	2.452	1.192	13.42	7.793	6585.254	1.348	5.143	3.003	7.357	3.577	40.27	23.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
