Pos	X	Y	Slit	Archivo	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL			
50	144.4704	2	8	595a8_894-201204.xlsx	4854.347	0.114	0.442	0.84	-7.84	17.11	-3.687	-2.698	4953.304	0.432	1.676	0.571	-1.951	0.848	-3.482	-1.58	5001.934	0.432	1.676	0.571	-5.854	2.544	-10.45	-4.74			
51	143.04	2	8	595a8_894-205208.xlsx	4383.134	0	854.954	0	11.03	1.682	10040	0	4953.292	0.418	1.82	1.14	2.486	1.107	4.818	2.376	5001.921	0.418	1.82	1.14	7.459	3.321	14.45	7.128			
52	141.6096	2	8	595a8_894-209212.xlsx	4857.126	0.055	-0.285	0	-39.51	0	12	32.58	4954.125	1.047	2.264	1.383	1.017	1.411	2.45	2.75	5002.754	1.047	2.264	1.383	3.05	4.232	7.35	8.25			
53	140.1792	2	8	595a8_894-213216.xlsx	4858.33	0.031	0.34	0.344	24.75	47.08	8.953	8.317	4954.243	0	-0.173	0.032	93.66	92.75	-17.2	-14.02	5002.873	0	-0.173	0.032	281	278.3	-51.6	-42.07			
54	138.7488	2	8	595a8_894-217220.xlsx	4857.834	0	0.28	0.263	13.76	0	4.102	0	4951.472	0.41	1.892	0.799	2.314	0.8412	4.661	1.954	5000.102	0.41	1.892	0.799	6.943	2.524	13.98	5.861			
55	137.3184	2	8	595a8_894-221224.xlsx	4861.143	1.205	4.483	2.093	-4.126	2.08	-19.69	-9.989	4953.117	0.453	1.08	0.613	-1.722	1.028	-1.979	-1.502	5001.747	0.453	1.08	0.613	-5.167	3.084	-5.937	-4.505			
56	135.888	2	8	595a8_894-225228.xlsx	4882.69	0.117	0.598	0.349	13.02	6.18	8.285	3.63	4955.946	0.178	0.855	0.366	3.896	1.558	3.544	1.32	5004.576	0.178	0.855	0.366	11.69	4.675	10.63	3.961			
57	134.4576	2	8	595a8_894-229232.xlsx	4857.114	0.129	0.531	1.018	11.16	18.05	6.301	3.802	4954.735	0.098	-0.365	0.223	6.779	5.872	-2.635	-1.125	5003.365	0.098	-0.365	0.223	20.34	17.62	-7.904	-3.374			
58	133.0272	2	8	595a8_894-233236.xlsx	4847.407	13.844	99.502	30.489	2.392	0.5397	253.4	95.91	4955.261	0.438	2.724	0.744	2.966	0.8909	8.6	2.677	5003.891	0.438	2.724	0.744	8.898	2.673	25.8	8.031			
59	131.5968	2	8	595a8_894-237240.xlsx	4857.358	1.822	3.391	2.397	2.788	1.91	10.06	7.899	4954.95	0	0.184	0	12.52	0	2.451	0	5003.58	0	0.184	0	37.56	0	7.352	0			
60	130.1664	2	8	595a8_894-241244.xlsx	4865.216	1.588	2.873	2	5.265	3.032	16.1	10.08	4954.542	0.347	0.784	0.426	2.088	1.513	1.741	1.319	5003.172	0.347	0.784	0.426	6.263	4.538	5.224	3.957			
61	128.736	2	8	595a8_894-245248.xlsx	4858.104	0.239	1.441	0.657	12.28	4.46	18.83	6.806	4954.827	0	0.081	0	8.414	0	0.7296	0	5003.457	0	0.081	0	25.24	0	2.189	0			
62	127.3056	2	8	595a8_894-249252.xlsx	4857.565	0.01	0.18	0.08	180.4	324.9	34.49	46.93	4955.016	0.339	1.528	0.916	2.921	1.421	4.751	2.242	5003.646	0.339	1.528	0.916	8.762	4.264	14.25	6.727			
63	125.8752	2	8	595a8_894-253256.xlsx	4858.056	0.128	1.196	0.278	18.85	4.242	24	5.421	4954.731	0.076	0.657	0.192	7.175	1.861	5.017	1.306	5003.361	0.076	0.657	0.192	21.52	5.584	15.05	3.917			
64	124.4448	2	8	595a8_894-257260.xlsx	4858.373	0.223	1.486	0.489	14.38	3.976	22.75	6.498	4954.612	0.067	1.086	0.187	11.86	1.56	13.71	1.871	5003.242	0.067	1.086	0.187	35.58	4.681	41.13	5.614			
65	123.0144	2	8	595a8_894-261264.xlsx	4857.755	0.077	1.084	0.175	30.46	4.427	35.15	5.137	4954.53	0.041	0.824	0.085	17.21	1.611	15.1	1.423	5003.16	0.041	0.824	0.085	51.63	4.833	45.29	4.268			
66	121.584	2	8	595a8_894-265268.xlsx	4857.753	0.04	0.953	0.074	71.75	4.932	72.82	5.042	4954.5	0.03	0.976	0.073	25.39	1.586	26.37	1.664	5003.13	0.03	0.976	0.073	76.17	4.758	79.11	4.991			
67	120.1536	2	8	595a8_894-269272.xlsx	4857.681	0.021	0.898	0.055	97.63	5.321	93.34	5.115	4954.499	0.022	1.008	0.051	38.48	1.635	41.3	1.766	5003.129	0.022	1.008	0.051	115.4	4.905	123.9	5.299			
68	118.7232	2	8	595a8_894-273276.xlsx	4857.7	0.026	1.015	0.054	121	5.459	130.7	5.929	4954.451	0.022	1.018	0.049	39.64	1.687	42.96	1.841	5003.081	0.022	1.018	0.049	118.9	5.061	128.9	5.522			
69	117.2928	2	8	595a8_894-277280.xlsx	4857.69	0.022	0.92	0.042	132.6	5.392	129.8	5.308	4954.417	0.018	1.073	0.045	45.87	1.627	52.39	1.871	5003.046	0.018	1.073	0.045	137.6	4.88	157.2	5.612			
70	115.8624	2	8	595a8_894-281284.xlsx	4857.722	0.022	0.944	0.045	146.6	6.063	147.3	6.125	4954.551	0.018	0.972	0.042	50.42	1.9	52.17	1.981	5003.181	0.018	0.972	0.042	151.3	5.701	156.5	5.942			
71	114.432	2	8	595a8_894-285288.xlsx	4857.712	0.016	0.926	0.04	177.2	6.616	174.6	6.558	4954.513	0.013	1.022	0.032	76.6	2.017	83.31	2.21	5003.143	0.013	1.022	0.032	229.8	6.051	249.9	6.629			
72	113.0016	2	8	595a8_894-289292.xlsx	4857.679	0.02	0.964	0.044	178.4	7.04	183.1	7.265	4954.537	0.013	1.04	0.031	85.05	2.163	94.12	2.411	5003.167	0.013	1.04	0.031	255.1	6.488	282.4	7.234			
73	111.5712	2	8	595a8_894-293296.xlsx	4857.813	0.02	-0.933	0.044	189.1	7.734	-187.7	-7.72	4954.623	0.011	0.997	0.029	97.66	2.4	103.6	2.563	5003.253	0.011	0.997	0.029	293	7.199	310.9	7.688			
74	110.1408	2	8	595a8_894-297300.xlsx	4857.812	0.026	0.997	0.069	104.8	6.03	111.2	6.424	4954.644	0.015	0.906	0.039	59.7	2.049	57.56	1.984	5003.274	0.015	0.906	0.039	179.1	6.147	172.7	5.951			
75	108.7104	2	8	595a8_894-301304.xlsx	4857.939	0.066	1.081	0.159	37.57	4.775	43.23	5.541	4954.666	0.039	0.973	0.096	19.36	1.609	20.05	1.686	5003.296	0.039	0.973	0.096	58.09	4.826	60.16	5.059			
76	107.28	2	8	595a8_894-305308.xlsx	4857.746	0.044	0.816	0.076	64.16	5.695	55.74	5.001	4954.496	0.023	0.889	0.05	37.11	1.811	35.1	1.728	5003.125	0.023	0.889	0.05	111.3	5.432	105.3	5.184			
77	105.8496	2	8	595a8_894-309312.xlsx	4857.774	0.038	0.928	0.085	74.51	6.073	73.58	6.029	4954.56	0.027	0.894	0.075	32.55	2.117	30.97	2.03	5003.189	0.027	0.894	0.075	97.66	6.351	92.9	6.091			
78	104.4192	2	8	595a8_894-313316.xlsx	4229.344-1253.335	0	10.15	365.694	-13540	0	0	0	4954.63	0.036	0.959	0.091	24.87	2.022	25.39	2.102	5003.26	0.036	0.959	0.091	74.6	6.065	76.18	6.307			
79	102.9888	2	8	595a8_894-317320.xlsx	4857.78	0.024	0.821	0.058	81.99	5.192	71.67	4.584	4954.681	0.033	0.886	0.078	20.85	1.608	19.66	1.524	5003.311	0.033	0.886	0.078	62.54	4.823	58.99	4.572			
80	101.5584	2	8	595a8_894-321324.xlsx	4857.83	0.112	0.968	0.179	32.23	5.222	33.22	5.391	4954.534	0.068	-0.731	0.146	11.06	1.903	-8.612	-1.498	5003.164	0.068	-0.731	0.146	33.19	5.709	-25.84	-4.493			
81	100.128	2	8	595a8_894-325328.xlsx	4857.734	0.098	0.938	0.182	27.71	5.075	27.68	5.105	4954.221	0.177	0.884	0.241	4.58	1.539	4.31	1.44	5002.851	0.177	0.884	0.241	13.74	4.616	12.93	4.32			
82	98.6976	2	8	595a8_894-329332.xlsx	4857.801	0.07	0.41	0.146	29.42	9.727	12.84	3.521	4954.697	0.11	-0.812	0.286	6.275	1.79	-5.422	-1.503	5003.327	0.11	-0.812	0.286	18.83	5.371	-16.27	-4.509			
83	97.2672	2	8	595a8_894-333336.xlsx	4857.562	0.126	0.912	0.318	20.64	5.363	20.03	5.412	4954.698	0.085	1.011	0.268	8.841	1.703	9.511	1.85	5003.328	0.085	1.011	0.268	26.52	5.108	28.53	5.55			
84	95.8368	2	8	595a8_894-337340.xlsx	4857.945	0	0.37	0	32.96	0	12.97	17.19	4954.654	0.072	0.831	0.173	8.866	1.598	7.843	1.44	5003.284	0.072	0.831	0.173	26.6	4.794	23.53	4.32			
85	94.4064	2	8	595a8_894-341344.xlsx	4857.843	0.143	-0.399	0.369	25.35	29.76	-10.78	-4.072	4954.851	0	0.01	0	4.492	1.533	0.04587	0.05467	5003.481	0	0.01	0	13.48	4.599	0.1376	0.164			
86	92.976	2	8	595a8_894-345348.xlsx	4857.757	0.113	-0.718	0.29	20.46	6.07	-15.64	-4.89	4954.338	0.204	0.795	0.311	4.484	1.627	3.796	1.421	5002.968	0.204	0.795	0.311	13.45	4.881	11.39	4.264			
87	91.5456	2	8	595a8_894-349352.xlsx	4869.999	0.31	1.802	0.695	9.841	3.59	18.88	7.15	4954.579	0.026	-0.152	0.044	32.98	28.21	-5.33	-3.157	5003.209	0.026	-0.152	0.044	98.93	84.63	-15.99	-9.47			
88	90.1152	2	8	595a8_894-353356.xlsx	4857.689	0.131	0.685	0.24	13.58	5.123	9.904	4.064	4954.493	0.265	-0.554	0.329	2.38	1.498	-1.402	-1.085	5003.123	0.265	-0.554	0.329	7.14	4.495	-4.207	-3.255			
89	88.6848	2	8	595a8_894-357360.xlsx	4857.419	0.857	3.458	1.334	4.95	2.283	18.22	8.845	4957.814	1.618	4.116	1.744	-0.9485	0.5006	-4.156	-2.753	5006.444	1.618	4.116	1.744	-2.846	1.502	-12.47	-8.258			
90	87.2544	2	8	595a8_894-361364.xlsx	4850.226	0.624	1.88	1.088	-5.899	3.813	-11.8	-7.217	4957.63	0.447	1.512	0.998	2.268	1.31	3.652	2.21	5006.26	0.447	1.512	0.998	6.805	3.929	10.96	6.63			
91	85.824	2	8	595a8_894-365368.xlsx	4854.215	2.684	3.66	3.208	-1.623	2.357	-6.325	-9.158	4953.476	2.535	6.077	0	0.7551	0	4.885	4.956	5002.105	2.535	6.077	0	2.265	0	14.65	14.87			
92	84.3936	2	8	595a8_894-369372.xlsx	4863.081	0.025	-0.215	0.123	85.65	212.4	-19.62	-37.72	4956.235	0.075	0.379	0.247	-5.102	5.223	-2.058	-1.152	5004.865	0.075	0.379	0.247	-15.31	15.67	-6.175	-3.455			
93	82.9632	2	8	595a8_894-373376.xlsx	4857.881	0.598	2.508	1.075	6.603	2.817	17.63	7.556	4956.658	0.229	1.188	0.449	-3.456	1.229	-4.37	-1.642	5005.288	0.229	1.188	0.449	-10.37	3.688	-13.11	-4.927			
94	81.5328	2	8	595a8_894-377380.xlsx	4855.792	0.051	0.144	0.172	-13.55	18.3	-2.074	-3.125	4954.943	0.343	1.346	0.483	2.774	1.009	3.976	1.743	5003.573	0.343	1.346	0.483	8.323	3.028	11.93	5.228			
95	80.1024	2	8	595a8_894-381384.xlsx	4856.997	2.85	5.877	4.192	-2.961	2.096	-18.53	-15.41	4957.809	0.656	2.451	0.973	-2.284	1.017	-5.96	-2.973	5006.439	0.656	2.451	0.973	-6.853	3.051	-17.88	-8.92			
96	78.672	2	8	595a8_894-385388.xlsx	4834.96	10.965	43.418	25.854	1.822	0.7505	84.19	47.05	4955.341	0.355	-0.885	0.549	-2.181	1.68	2.055	1.385	5003.971	0.355	-0.885	0.549	-6.543	5.039	6.164	4.154			
97	77.2416	2	8	595a8_894-389392.xlsx	4830.535	0.824	3.554	1.042	5.353	2.241	20.25	8.77	4956.099	0.541	1.929	2.052	-2.454	1.893	-5.039	-2.803	5004.729	0.541	1.929	2.052	-7.363	5.68	-15.12	-8.41			
98	75.8112	2	8	595a8_894-393396.xlsx	4837.794	0.279	1.377	0.696	9.315	4.174	13.65	6.195	4953.187	0	-0.043	0	-9385	0	434.4	247.5	5001.817	0	-0.043	0	-28150	0	1303	742.5			
99	74.3808	2	8	595a8_894-397400.xlsx	4855.926	0.032	-0.256	0.154	-44.75	89.37	12.21	17.41	4955.457	0.013	0.19	0.061	48.82	82.42	9.872	13.69	5004.087	0.013	0.19	0.061	146.5	247.3	29.61	41.06			
100	72.9504	2	8	595a8_894-401404.xlsx	4860.408	0.316	1.447	0.8	-9.831	4.169	-15.15	-6.725	4953.875	0.062	-0.291	0.34	12.13	35.66	-3.759	-6.71	5002.505	0.062	-0.291	0.34	36.4	107	-11.28	-20.13			
101	71.52	2	8	595a8_894-405408.xlsx	4853.114	0	0.372	0	-20.6	0	-8.153	-18.18	4953.079	4.645	15.916	0	-0.536	0	-9.082	-10.37	5001.708	4.645	15.916	0	-1.608	0	-27.24	-31.12			
102	70.0896	2	8	595a8_894-409412.xlsx	4853.777	0.688	2.408	1.275	5.137	2.898	13.17	7.548	4955.461	0	0.129	0	-966.9	0	-133.1	-99.13	5004.091	0	0.129	0	-2901	0	-399.2	-297.4			
103	68.6592	2	8	595a8_894-413416.xlsx	4795.415	116.159	-526.979	270.293	4.81	2.105	-2698	-2385	4953.475	0	-0.07	0	-356400000	0	26560000	4994000	5002.105	0	-0.07	0	-1069000000	0	79690000	14980000			
104	67.2288	2	8	595a8_894-417420.xlsx	4853.673	0.377	2.069	0.801	8.375	3.106	18.44	6.97	4956.284	0.575	2.939	1.532	-2.19	0.8293	-6.85	-2.98	5004.914	0.575	2.939	1.532	-6.569	2.488	-20.55	-8.941			
105	65.7984	2	8	595a8_894-421424.xlsx	4855.412	0.189	0.63	0.531	9.244	5.977	6.198	5.087	4957.209	0.221	0.778	0.375	-3.631	1.605	-3.006	-1.544	5005.839	0.221	0.778	0.375	-10.89	4.816	-9.017	-4.633			
106	64.368	2	8	595a8_894-425428.xlsx	4847.198	0.058	0.424	0.267	21.38	16.07	9.65	3.222	4954.244	0.026	-0.175	0.042	-59.87	75.18	11.16	11.59	5002.874	0.026	-0.175	0.042	-179.6	225.5	33.49	34.76			
107	62.9376	2	8	595a8_894-429432.xlsx	4856.598	0	0.151	1.311	37.77	436.2	6.053	17.27	4955.797	2.998	2.313	2.625	0.4199	0	1.034	2.015	5004.427	2.998	2.313	2.625	1.26	0	3.102	6.045			
108	61.5072	2	8	595a8_894-433436.xlsx	4823.331	9.779	-40.128	28.986	3.03	0.8885	-129.4	-83.08	4954.706	0.735	1.893	1.645	1.757	1.679	3.54	2.357	5003.336	0.735	1.893	1.645	5.27	5.036	10.62	7.071			
109	60.0768	2	8	595a8_894-437440.xlsx	4862.006	0	1.487	0	-8.224	0	-13.02	-26.12	4954.605	0.081	0.438	0.195	-4.832	2.732	-2.253	-0.972	5003.235	0.081	0.438	0.195	-14.5	8.197	-6.758	-2.916			
110	58.6464	2	8	595a8_894-441444.xlsx	4855.153	6.793	20.878	9.035	-1.716	1.046	-38.13	-24.66	4953.253	1.546	4.419	2.303	-1.231	0.6787	-5.793	-3.141	5001.883	1.546	4.419	2.303	-3.694	2.036	-17.38	-9.424			
111	57.216	2	8	595a8_894-445448.xlsx	4856.185	0	0.296	0.299	19.69	0	6.201	0.8757	4954.271	0	-0.207	0.052	35.83	39.21	-7.907	-6.803	5002.901	0	-0.207	0.052	107.5	117.6	-23.72	-20.41			
112	55.7856	2	8	595a8_894-449452.xlsx	4855.414	0.462	2.224	1.278	7.926	3.564	18.76	9.097	4953.821	0.956	2.422	1.198	1.409	0.7053	3.633	2.446	5002.451	0.956	2.422	1.198	4.228	2.116	10.9	7.337			
113	54.3552	2	8	595a8_894-453456.xlsx	4855.971	0.305	1.165	0.499	-9.482	4.289	-11.76	-5.607	4954.865	0.046	-0.091	0.261	5.817	4.116	-0.5637	-1.319	5003.495	0.046	-0.091	0.261	17.45	12.35	-1.691	-3.956			
114	52.9248	2	8	595a8_894-457460.xlsx	4848.107	1.712	5.1	2.455	3.656	2.013	19.85	11.09	4952.832	0	0.036	0.016	-21.21	32.27	-0.805	-0.8894	5001.462	0	0.036	0.016	-63.62	96.81	-2.415	-2.668			
115	51.4944	2	8	595a8_894-461464.xlsx	4844.344	1.398	3.907	5.065	4.482	4.086	18.64	14.21	4955.354	1.809	3.258	2.833	-1.086	0.9939	-3.768	-3.199	5003.983	1.809	3.258	2.833	-3.259	2.982	-11.3	-9.596			
116	50.064	2	8	595a8_894-465468.xlsx	4853.394	1.427	5.293	2.202	4.38	2.246	24.67	12.11	4955.371	1.463	3.444	1.779	-1.085	0.6275	-3.976	-2.79	5004.001	1.463	3.444	1.779	-3.254	1.883	-11.93	-8.369			
117	48.6336	2	8	595a8_894-469472.xlsx	4856.178	2.358	2.968	0	-2.874	0	-9.079	-22.68	4953.47	0	-0.147	0	-170.7	0	26.73	43.12	5002.1	0	-0.147	0	-512	0	80.2	129.4			
118	47.2032	2	8	595a8_894-473476.xlsx	4858.594	1.044	1.994	1.195	-4.239	3.939	-8.999	-7.925	4952.707	1.479	4.275	1.905	-1.23	0.7086	-5.597	-3.282	5001.337	1.479	4.275	1.905	-3.69	2.126	-16.79	-9.846			
119	45.7728	2	8	595a8_894-477480.xlsx	4875.188	54.522	-498.97	210.229	5.534	1.579	-2939	-1527	4952.758	0.262	1.108	0.404	3.523	1.622	4.155	1.794	5001.388	0.262	1.108	0.404	10.57	4.866	12.47	5.383			
120	44.3424	2	8	595a8_894-481484.xlsx	4855.465	1.136	3.964	2.991	6.112	3.669	25.79	12.07	4943.51	0	0.18	0	127.6	0	24.49	14.92	4992.14	0	0.18	0	382.7	0	73.46	44.76			
121	42.912	2	8	595a8_894-485488.xlsx	4856.609	0.026	0.151	0.136	38.64	59.18	6.231	4.282	4957.44	0.014	-0.192	0.037	-90.95	92.73	18.63	15.54	5006.07	0.014	-0.192	0.037	-272.9	278.2	55.9	46.61			
122	41.4816	2	8	595a8_894-489492.xlsx	4851.178	0.46	2.043	1.088	-7.608	3.62	-16.55	-7.72	4954.999	0	0.354	0	4.785	0	1.801	2.561	5003.628	0	0.354	0	14.35	0	5.402	7.684			
123	40.0512	2	8	595a8_894-493496.xlsx	4856.52	0.945	-0.763	0.675	5.644	6.587	-4.586	-5.019	4955.959	0.728	1.501	0.959	-1.505	1.477	-2.405	-2.336	5004.589	0.728	1.501	0.959	-4.515	4.43	-7.214	-7.009			
124	38.6208	2	8	595a8_894-497500.xlsx	4857.097	0.049	0.241	0	-33.24	0	-8.521	-7.9	4954.784	0.197	0.742	0.302	-3.855	1.852	-3.046	-1.498	5003.414	0.197	0.742	0.302	-11.57	5.557	-9.137	-4.493			
125	37.1904	2	8	595a8_894-501504.xlsx	4858.346	0	0.366	0	18.95	0	7.389	11.69	4953.853	0.062	-0.42	0	4.707	0	-2.106	-6.11	5002.483	0.062	-0.42	0	14.12	0	-6.318	-18.33			
126	35.76	2	8	595a8_894-505508.xlsx	4856.939	1.061	4.378	1.944	-4.908	2.069	-22.87	-10.7	4956.503	0.685	1.688	0.812	-1.509	0.9973	-2.712	-1.831	5005.133	0.685	1.688	0.812	-4.527	2.992	-8.135	-5.494			
127	34.3296	2	8	595a8_894-509512.xlsx	4856.939	0.195	0.596	0.466	8.881	7.199	5.637	3.879	4953.869	0	-8.77	5.675	-0.2986	0	2.787	0	5002.499	0	-8.77	5.675	-0.8957	0	8.362	0			
128	32.8992	2	8	595a8_894-513516.xlsx	4858.414	1.91	9.847	3.723	-4.419	1.505	-46.32	-16.96	4941.48	0.529	2.911	0.844	2.543	0.8337	7.879	2.683	4990.11	0.529	2.911	0.844	7.628	2.501	23.64	8.049			
129	31.4688	2	8	595a8_894-517520.xlsx	4855.376	1.103	3.047	3.281	4.214	3.935	13.67	9.189	4953.858	0.042	0.395	0.346	-7.309	8.899	-3.072	-1.343	5002.488	0.042	0.395	0.346	-21.93	26.7	-9.215	-4.029			
130	30.0384	2	8	595a8_894-521524.xlsx	4855.919	0.813	3.165	1.354	5.102	2.419	17.19	8.53	4955.128	0.092	0.401	0.202	5.479	3.7	2.341	1.036	5003.758	0.092	0.401	0.202	16.44	11.1	7.022	3.107			
131	28.608	2	8	595a8_894-525528.xlsx	4855.757	0.164	0.624	0.368	10.21	5.379	6.787	4.237	4952.487	1.355	1.583	2.267	-0.7952	0.6548	-1.34	-2.257	5001.117	1.355	1.583	2.267	-2.386	1.964	-4.02	-6.772			
132	27.1776	2	8	595a8_894-529532.xlsx	4857.457	0.12	-0.66	0.335	12.49	5.345	-8.77	-3.979	4953.247	0.208	0.167	0.415	-7.853	3.747	-1.395	-3.966	5001.876	0.208	0.167	0.415	-23.56	11.24	-4.186	-11.9			
133	25.7472	2	8	595a8_894-533536.xlsx	4858.103	0.38	1.451	0.547	7.366	3.349	11.38	5.316	4946.232	0.091	0.402	0.233	-4.719	4.178	-2.017	-1.073	4994.862	0.091	0.402	0.233	-14.16	12.53	-6.052	-3.218			
134	24.3168	2	8	595a8_894-537540.xlsx	4871.059	0.092	0.461	0.54	13.71	16.41	6.73	2.992	4954.683	1.503	2.835	1.593	-0.796	0.533	-2.402	-2.069	5003.312	1.503	2.835	1.593	-2.388	1.599	-7.206	-6.208			
135	22.8864	2	8	595a8_894-541544.xlsx	4859.065	0	0.354	0	-13.54	0	-5.095	-22.53	4953.646	0	0.021	0	-5.296	0	-0.1167	-0.4665	5002.276	0	0.021	0	-15.89	0	-0.3501	-1.4			
136	21.456	2	8	595a8_894-545548.xlsx	4857.638	0.149	0.702	0.368	12.78	5.435	9.548	4.457	4955.229	0.227	0.741	0.372	-3.404	1.443	-2.685	-1.402	5003.859	0.227	0.741	0.372	-10.21	4.328	-8.054	-4.207			
137	20.0256	2	8	595a8_894-549552.xlsx	4856.295	0.332	1.75	0.49	-10.44	3.183	-19.45	-6.024	4953.468	0	-0.245	0.182	-26.52	67.84	6.929	12.63	5002.098	0	-0.245	0.182	-79.55	203.5	20.79	37.9			
138	18.5952	2	8	595a8_894-553556.xlsx	4844.28	0.464	1.611	0.711	6.431	3.366	11.03	5.567	4961.274	3.985	23.475	6.1	0.8537	0.2645	21.33	6.986	5009.904	3.985	23.475	6.1	2.561	0.7936	64	20.96			
139	17.1648	2	8	595a8_894-557560.xlsx	4856.388	3.084	11.956	5.02	-2.506	1.051	-31.9	-15.96	4952.735	0.093	-0.525	0.225	5.375	2.32	-3.004	-1.058	5001.365	0.093	-0.525	0.225	16.12	6.96	-9.011	-3.175			
140	15.7344	2	8	595a8_894-561564.xlsx	4856.709	0	0.324	0	-34.57	0	-11.91	-12.35	4954.965	1.367	3.909	1.891	-1.051	0.6573	-4.373	-2.671	5003.595	1.367	3.909	1.891	-3.153	1.972	-13.12	-8.013			
141	14.304	2	8	595a8_894-565568.xlsx	4854.738	0.857	0.93	1.176	-5.809	5.55	-5.75	-5.444	4952.664	0.003	0.149	0.022	381.4	439.8	60.29	60.82	5001.294	0.003	0.149	0.022	1144	1319	180.9	182.5			
142	12.8736	2	8	595a8_894-569572.xlsx	4856.457	0.184	-0.617	0.412	-10.78	5.928	7.079	4.144	4955.306	0.181	0.634	0.367	-3.697	1.628	-2.494	-1.328	5003.936	0.181	0.634	0.367	-11.09	4.884	-7.482	-3.984			
143	11.4432	2	8	595a8_894-573576.xlsx	4831.585	2.136	13.888	4.129	4.459	1.25	65.91	19.67	4953.989	0.362	1.304	0.474	2.253	0.9801	3.128	1.611	5002.619	0.362	1.304	0.474	6.759	2.94	9.385	4.833			
144	10.0128	2	8	595a8_894-577580.xlsx	4857.939	0.055	-0.317	0.253	23.36	39.9	-7.87	-7.745	4951.251	2.155	4.853	2.358	-0.9419	0.5163	-4.866	-3.651	4999.881	2.155	4.853	2.358	-2.826	1.549	-14.6	-10.95			
145	8.5824	2	8	595a8_894-581584.xlsx	4855.77	1.826	3.101	2.824	3.196	3.425	10.55	9.71	4955.932	0.28	0.773	0.397	2.603	1.514	2.142	1.447	5004.562	0.28	0.773	0.397	7.808	4.543	6.425	4.342			
146	7.152	2	8	595a8_894-585588.xlsx	4855.918	0.032	-0.314	0	-25.18	0	8.405	23.89	4957.885	0.129	-0.534	0.589	-4.05	4.386	2.303	1.206	5006.515	0.129	-0.534	0.589	-12.15	13.16	6.908	3.617			
147	5.7216	2	8	595a8_894-589592.xlsx	4857.184	1.281	4.44	2.628	-4.475	2.364	-21.15	-12.33	4960.71	0.109	-0.406	0.182	5.196	3.366	-2.244	-1.197	5009.34	0.109	-0.406	0.182	15.59	10.1	-6.732	-3.591			
148	4.2912	2	8	595a8_894-593596.xlsx	4860.383	0.474	2.006	0.769	-8.903	3.637	-19.01	-7.907	4969.175	1.633	8.957	2.15	1.571	0.4346	14.98	5.108	5017.805	1.633	8.957	2.15	4.713	1.304	44.93	15.32			
149	2.8608	2	8	595a8_894-597600.xlsx	4856.208	0.223	1.337	0.393	-11.51	4.051	-16.38	-6.119	4942.344	6.229	30.076	7.641	0.7973	0.215	25.53	9.932	4990.974	6.229	30.076	7.641	2.392	0.645	76.58	29.8			
150	1.4304	2	8	Datos8.xlsx	4852.983	1.308	3.101	2.057	4.583	2.793	15.13	10	4955.448	0	0.19	0.039	-53.64	56.08	-10.87	-9.368	5004.078	0	0.19	0.039	-160.9	168.2	-32.62	-28.1			
1	214.56	0	9	595a9_895-013016.xlsx	4858.062	0.302	0.792	0.509	7.34	4.498	6.189	4.069	5076.62	56.903	309.815	94.28	-2.789	0.6827	-919.9	-492.6	5125.25	56.903	309.815	94.28	-8.368	2.048	-2760	-1478			
2	213.1296	0	9	595a9_896-001004.xlsx	4720.276	213.895	634.664	186.513	17.07	0	11530	0	4954.767	0.409	0.827	0.52	-2.112	1.513	-1.86	-1.529	5003.396	0.409	0.827	0.52	-6.336	4.539	-5.58	-4.588			
3	211.6992	0	9	595a9_896-005008.xlsx	4858.331	0.004	-0.127	0	3660	0	-496.4	-330.6	5010.652	29.145	341.65	126.092	-3.033	1.015	-1103	-767.4	5059.282	29.145	341.65	126.092	-9.098	3.044	-3309	-2302			
4	210.2688	0	9	595a9_896-009012.xlsx	4816.286	15.671	189.842	31.706	9.518	0.9308	1923	478.3	4944.129	0	-0.037	0.015	10.8	8.953	-0.4307	-0.2501	4992.759	0	-0.037	0.015	32.4	26.86	-1.292	-0.7503			
5	208.8384	0	9	595a9_896-013016.xlsx	4857.44	0.523	1.864	0.881	6.105	3.218	12.11	6.413	5256.253	241.411	1991.088	0	-19.47	0	-41260	0	5304.883	241.411	1991.088	0	-58.4	0	-123800	0			
6	207.408	0	9	595a9_896-017020.xlsx	4670.08	180.388	440.762	249.21	12.88	7.866	6042	6956	4956.444	0.275	1.019	0.434	-3.374	1.514	-3.66	-1.655	5005.074	0.275	1.019	0.434	-10.12	4.541	-10.98	-4.966			
7	205.9776	0	9	595a9_896-021024.xlsx	4855.527	0	0.074	0	-5468000000	0	-430200000	-70780000	5012.82	27.107	160.395	48.387	-1.754	0.2469	-299.4	-121.3	5061.45	27.107	160.395	48.387	-5.261	0.7406	-898.2	-363.9			
8	204.5472	0	9	595a9_896-025028.xlsx	4854.315	0.312	0.848	0.718	13.46	7.395	12.14	6.776	4950.066	0.507	1.823	0.906	-2.407	1.231	-4.671	-2.218	4998.696	0.507	1.823	0.906	-7.22	3.694	-14.01	-6.653			
