Pos	X	Y	Slit	Archivo	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL
100	72.9504	4	8	604a8_793-397400.xlsx	4859.172	0.028	0.194	0	67.16	0	13.88	32.58	4961.924	0.242	0.618	0.358	-3.492	2.112	-2.298	-1.413	5010.554	0.242	0.618	0.358	-10.48	6.335	-6.893	-4.239
101	71.52	4	8	604a8_793-401404.xlsx	4854.607	0.984	3.953	1.822	-5.003	2.249	-21.05	-9.519	5012.689	68.302	778.697	312.141	-4.071	2.76	-3374	-3434	5061.319	68.302	778.697	312.141	-12.21	8.279	-10120	-10300
102	70.0896	4	8	604a8_793-405408.xlsx	4857.385	0.352	0.917	0.461	7.739	5.016	7.554	4.134	4954.721	0.135	-0.486	0.3	3.223	1.981	-1.666	-0.9579	5003.351	0.135	-0.486	0.3	9.669	5.942	-4.998	-2.874
103	68.6592	4	8	604a8_793-409412.xlsx	4857.022	0.133	0.566	0.277	12.36	4.963	7.454	3.765	4957.768	0.883	2.548	1.25	-1.279	0.5757	-3.47	-2.146	5006.398	0.883	2.548	1.25	-3.838	1.727	-10.41	-6.439
104	67.2288	4	8	604a8_793-413416.xlsx	4861.083	6.449	-22.967	11.289	-1.745	1.096	42.67	24.7	4954.16	0.185	0.932	0.369	3.839	1.565	3.809	1.47	5002.79	0.185	0.932	0.369	11.52	4.695	11.43	4.41
105	65.7984	4	8	604a8_793-417420.xlsx	4856.827	0	0.402	0	10.22	0	4.371	14.28	4955.464	0	-0.136	0.033	-315.1	598.5	45.58	75.97	5004.094	0	-0.136	0.033	-945.3	1796	136.7	227.9
106	64.368	4	8	604a8_793-421424.xlsx	4855.387	0.802	2.291	1.038	-4.812	2.652	-11.73	-7.086	4954.787	0.398	1.818	0.836	2.592	1.16	5.016	2.127	5003.417	0.398	1.818	0.836	7.775	3.481	15.05	6.38
107	62.9376	4	8	604a8_793-425428.xlsx	4855.094	2.039	8.233	3.192	-3.393	1.532	-29.74	-13.46	4953.857	0	-0.194	0.041	-55.21	52.72	11.4	8.586	5002.487	0	-0.194	0.041	-165.6	158.2	34.21	25.76
108	61.5072	4	8	604a8_793-429432.xlsx	4857.386	0.267	0.872	0.48	7.784	4.335	7.225	4.538	4952.244	1.479	3.932	2.978	-1.072	1.018	-4.487	-3.413	5000.874	1.479	3.932	2.978	-3.216	3.053	-13.46	-10.24
109	60.0768	4	8	604a8_793-433436.xlsx	4860.316	1.173	3.436	1.818	-5.756	2.66	-21.05	-9.908	4955.231	0.224	0.578	0.375	2.75	1.671	1.692	1.274	5003.861	0.224	0.578	0.375	8.249	5.012	5.077	3.823
110	58.6464	4	8	604a8_793-437440.xlsx	4857.473	0.936	2.025	1.369	3.384	2.519	7.293	6.331	4952.836	0.21	0.655	0.373	2.95	1.86	2.057	1.255	5001.466	0.21	0.655	0.373	8.85	5.58	6.17	3.764
111	57.216	4	8	604a8_793-441444.xlsx	4848.885	0.149	0.837	0.316	-14.91	5.39	-13.28	-4.845	4947.029	1.057	3.118	1.314	-1.301	0.5865	-4.319	-2.688	4995.659	1.057	3.118	1.314	-3.903	1.76	-12.96	-8.065
112	55.7856	4	8	604a8_793-445448.xlsx	4865.047	0.465	2.065	0.727	-7.576	3.11	-16.65	-6.866	4953.664	0.558	0.654	0.583	1.199	1.519	0.8356	1.149	5002.294	0.558	0.654	0.583	3.598	4.557	2.507	3.448
113	54.3552	4	8	604a8_793-449452.xlsx	4873.333	1.262	5.405	3.347	-5.097	2.33	-29.32	-14.08	4953.398	0.126	0.489	0.313	5.177	3.371	2.697	1.089	5002.028	0.126	0.489	0.313	15.53	10.11	8.091	3.267
114	52.9248	4	8	604a8_793-453456.xlsx	4855.189	0.035	-0.346	0.393	27.4	56.43	-10.09	-9.718	4953.484	1.247	4.657	0	1.024	0	5.078	12.86	5002.114	1.247	4.657	0	3.073	0	15.23	38.57
115	51.4944	4	8	604a8_793-457460.xlsx	4857.294	0.857	1.642	0.953	-4.407	3.572	-7.703	-6.251	4955.866	0	0.091	0	54250	0	5248	2158	5004.496	0	0.091	0	162700	0	15750	6474
116	50.064	4	8	604a8_793-461464.xlsx	4855.997	0.023	0.328	0	25.66	0	8.948	16.7	4945.358	0.989	3.911	2.657	-2.028	1.051	-8.444	-3.581	4993.988	0.989	3.911	2.657	-6.085	3.154	-25.33	-10.74
117	48.6336	4	8	604a8_793-465468.xlsx	4849.483	0.39	0.483	0.414	-12.87	8.073	-6.611	-4.08	4955.683	0.43	-0.929	0.488	2.073	1.66	-2.05	-1.463	5004.313	0.43	-0.929	0.488	6.22	4.979	-6.151	-4.389
118	47.2032	4	8	604a8_793-469472.xlsx	4858.75	0.816	1.637	1.196	6.517	3.797	11.35	7.354	4968.5	0.304	1.378	0.479	-2.856	1.042	-4.188	-1.783	5017.13	0.304	1.378	0.479	-8.568	3.125	-12.56	-5.349
119	45.7728	4	8	604a8_793-473476.xlsx	4860.008	0	-0.305	0.153	-38.09	41.31	12.36	7.602	4953.643	0.087	0.082	0.191	-5.296	4.536	-0.4615	-1.222	5002.272	0.087	0.082	0.191	-15.89	13.61	-1.385	-3.666
120	44.3424	4	8	604a8_793-477480.xlsx	4857.867	0.051	0.156	0.372	12.42	0	2.057	3.741	4952.379	1.255	2.322	2.259	-0.9468	0.8331	-2.34	-2.375	5001.009	1.255	2.322	2.259	-2.84	2.499	-7.019	-7.125
121	42.912	4	8	604a8_793-481484.xlsx	4856.695	1.689	3.279	2.218	-2.893	2.496	-10.1	-8.766	4951.01	3.527	23.704	5.27	1.092	0.2923	27.55	8.256	4999.64	3.527	23.704	5.27	3.276	0.8769	82.66	24.77
122	41.4816	4	8	604a8_793-485488.xlsx	4856.809	0	0.482	0	-16.28	0	-8.357	-5.957	4954.287	3.969	5.11	5.085	0.4722	0.6456	2.569	3.623	5002.917	3.969	5.11	5.085	1.417	1.937	7.706	10.87
123	40.0512	4	8	604a8_793-489492.xlsx	4858.093	1.118	4.809	1.9	-4.878	2.171	-24.97	-10.97	4956.704	3.099	4.133	2.199	0.615	0.4182	2.706	2.52	5005.334	3.099	4.133	2.199	1.845	1.255	8.117	7.559
124	38.6208	4	8	604a8_793-493496.xlsx	4861.823	2.123	8.823	3.82	3.461	1.531	32.51	15.25	4939.23	1.769	5.58	2.407	1.165	0.4806	6.92	3.742	4987.86	1.769	5.58	2.407	3.495	1.442	20.76	11.23
125	37.1904	4	8	604a8_793-497500.xlsx	4858.98	0.347	1.92	0.523	-10.2	3.266	-20.85	-6.638	4954.238	0.017	0.221	0.061	-20	20.54	-4.695	-3.749	5002.868	0.017	0.221	0.061	-60.01	61.61	-14.09	-11.25
126	35.76	4	8	604a8_793-501504.xlsx	4854.024	2.692	6.301	3.966	2.594	2.236	17.4	13.76	4954.366	0.846	1.985	1.667	1.535	1.201	3.243	2.761	5002.996	0.846	1.985	1.667	4.605	3.604	9.728	8.284
127	34.3296	4	8	604a8_793-505508.xlsx	4857.233	0.323	-1.359	0.559	-8.512	3.853	12.31	5.905	4952.752	0.198	0.686	0.433	-3.368	2.06	-2.459	-1.409	5001.382	0.198	0.686	0.433	-10.1	6.181	-7.377	-4.227
128	32.8992	4	8	604a8_793-509512.xlsx	4856.009	0.653	1.624	1.002	4.925	4.343	8.512	6.553	4954.41	0.224	0.729	0.331	-3.703	1.716	-2.874	-1.366	5003.04	0.224	0.729	0.331	-11.11	5.148	-8.623	-4.098
129	31.4688	4	8	604a8_793-513516.xlsx	4857.955	0.037	0.265	0.238	27.32	69.52	7.717	13.18	4956.275	1.069	2.49	1.415	-1.119	0.701	-2.967	-2.179	5004.905	1.069	2.49	1.415	-3.358	2.103	-8.902	-6.536
130	30.0384	4	8	604a8_793-517520.xlsx	4855.721	0.201	0.652	0.341	10.5	5.827	7.286	4.465	4955.31	3.474	2.538	5.643	0.4248	0.4279	1.148	2.388	5003.94	3.474	2.538	5.643	1.274	1.284	3.443	7.165
131	28.608	4	8	604a8_793-521524.xlsx	4858.586	2.312	2.449	1.845	1.691	2.057	4.408	6.661	4954.255	0.047	0.214	0.058	-26.19	27.79	-5.957	-4.886	5002.885	0.047	0.214	0.058	-78.58	83.38	-17.87	-14.66
132	27.1776	4	8	604a8_793-525528.xlsx	4854.751	0.434	1.082	0.829	7.961	4.953	9.172	6.43	4955.807	0.182	0.481	0.434	2.752	3.292	1.409	1.203	5004.437	0.182	0.481	0.434	8.255	9.875	4.226	3.609
133	25.7472	4	8	604a8_793-529532.xlsx	4861.357	2.372	12.067	4.02	-3.945	1.517	-50.68	-20.18	4951.993	0.002	0.058	0.027	220.1	700.4	13.66	37.24	5000.623	0.002	0.058	0.027	660.2	2101	40.98	111.7
134	24.3168	4	8	604a8_793-533536.xlsx	4857.183	0	0.145	0	-1915	0	-296.1	-432.8	4940.398	0.085	0.47	0.252	-6.394	3.359	-3.198	-1.075	4989.028	0.085	0.47	0.252	-19.18	10.08	-9.593	-3.225
135	22.8864	4	8	604a8_793-537540.xlsx	4856.41	0.306	1.517	0.5	-10.15	3.781	-16.39	-6.388	4958.041	1.593	4.732	3.03	-1.159	0.6094	-5.837	-4.195	5006.671	1.593	4.732	3.03	-3.477	1.828	-17.51	-12.58
136	21.456	4	8	604a8_793-541544.xlsx	4856.949	0.444	2.154	0.547	-7.85	2.972	-18	-6.83	4954.053	0.269	1.009	0.369	3.157	1.581	3.391	1.585	5002.683	0.269	1.009	0.369	9.472	4.743	10.17	4.755
137	20.0256	4	8	604a8_793-545548.xlsx	4855.594	0.597	1.974	1.081	-5.802	3.077	-12.19	-7.073	4952.647	0.043	-0.29	0.117	-10.89	10.55	3.367	2.098	5001.277	0.043	-0.29	0.117	-32.67	31.65	10.1	6.295
138	18.5952	4	8	604a8_793-549552.xlsx	4861.323	2.658	6.976	6.362	-2.528	1.787	-18.77	-14.03	4955.433	0.703	1.139	0.795	-1.629	1.051	-1.975	-1.585	5004.062	0.703	1.139	0.795	-4.886	3.154	-5.925	-4.755
139	17.1648	4	8	604a8_793-553556.xlsx	4857.651	0.024	-0.327	0.133	-29.18	19.69	10.15	3.881	4952.348	3.62	10.733	5.716	-0.7627	0.3506	-8.713	-5.361	5000.978	3.62	10.733	5.716	-2.288	1.052	-26.14	-16.08
140	15.7344	4	8	604a8_793-557560.xlsx	4860.745	4.126	18.454	9.676	-2.449	1.064	-48.12	-27.23	4946.422	18.501	-73.319	32.474	-0.3984	0.1835	31.09	17.46	4995.052	18.501	-73.319	32.474	-1.195	0.5506	93.28	52.37
141	14.304	4	8	604a8_793-561564.xlsx	4861.009	0.598	-1.812	1.102	-5.608	3.384	10.81	6.542	4952.908	0.652	2.37	1.247	1.785	0.9697	4.504	2.341	5001.538	0.652	2.37	1.247	5.356	2.909	13.51	7.022
142	12.8736	4	8	604a8_793-565568.xlsx	4860.204	1.519	5.858	3.026	-4.616	2.039	-28.79	-13.79	5208.857	485.224	-652.693	0	-0.6006	0	417.3	0	5257.487	485.224	-652.693	0	-1.802	0	1252	0
143	11.4432	4	8	604a8_793-569572.xlsx	4859.952	0.629	4.367	1.325	-7.86	2.235	-36.54	-10.88	4954.817	0.872	2.244	0.992	1.375	0.6988	3.284	2.095	5003.447	0.872	2.244	0.992	4.124	2.097	9.852	6.285
144	10.0128	4	8	604a8_793-573576.xlsx	4859.268	5.065	14.435	12.295	-2.614	2.856	-40.17	-26.88	4954.657	0.017	0.267	0.094	17.01	16.44	4.84	3.114	5003.287	0.017	0.267	0.094	51.02	49.32	14.52	9.343
145	8.5824	4	8	604a8_793-577580.xlsx	4869.672	0.333	1.092	0.429	-7.4	3.803	-8.603	-4.69	4959.657	10.894	-42.026	13.301	-0.5783	0.2075	25.87	13.08	5008.287	10.894	-42.026	13.301	-1.735	0.6225	77.61	39.25
146	7.152	4	8	604a8_793-581584.xlsx	4856.772	0.051	-0.311	0.148	-26.67	26.74	8.823	5.758	4952.328	0.546	1.422	0.623	-2.042	1.2	-3.09	-2.009	5000.958	0.546	1.422	0.623	-6.125	3.599	-9.271	-6.027
147	5.7216	4	8	604a8_793-585588.xlsx	4857.489	1.948	-12.308	3.14	-4.36	1.299	57.12	17.44	4950.988	0.284	1.29	0.529	-3.521	1.227	-4.836	-1.881	4999.618	0.284	1.29	0.529	-10.56	3.68	-14.51	-5.642
148	4.2912	4	8	604a8_793-589592.xlsx	4851.971	0.143	0.556	0.416	-17.88	11.38	-10.59	-3.843	4954.096	0.14	0.596	0.217	4.899	1.762	3.106	1.22	5002.726	0.14	0.596	0.217	14.7	5.286	9.318	3.661
149	2.8608	4	8	604a8_793-593596.xlsx	4855.891	0.508	-0.9	0.593	-6.563	5.349	6.29	4.806	4941.755	0.21	0.558	0.247	-3.582	1.722	-2.127	-1.182	4990.385	0.21	0.558	0.247	-10.75	5.166	-6.381	-3.545
150	1.4304	4	8	604a8_793-597600.xlsx	4858.324	2.601	12.033	4.283	-3.408	1.372	-43.65	-18.07	4956.19	0.596	2.879	1.021	2.286	0.8746	7.006	2.628	5004.82	0.596	2.879	1.021	6.859	2.624	21.02	7.883
1	214.56	2	9	604a9_795-001004.xlsx	4856.42	0	0.309	0	-30.28	0	-9.964	-17.82	4955.188	0.382	1.527	0.828	-2.536	1.323	-4.122	-1.953	5003.818	0.382	1.527	0.828	-7.608	3.97	-12.36	-5.858
2	213.1296	2	9	604a9_795-005008.xlsx	4793.059	62.297	413.952	0	5.482	0	2415	0	4956.554	0	0.155	0	13.05	0	2.153	0	5005.184	0	0.155	0	39.16	0	6.459	0
3	211.6992	2	9	604a9_795-009012.xlsx	4857.642	0	0.323	0	21.6	0	7.427	7.436	4951.328	0.667	2.55	1.672	-1.927	1.152	-5.232	-2.486	4999.958	0.667	2.55	1.672	-5.781	3.457	-15.7	-7.459
4	210.2688	2	9	604a9_795-013016.xlsx	4852.942	2.782	4.289	0	1.662	0	7.588	14.86	4985.229	22.733	-105.493	42.827	-0.6471	0.1532	72.67	32.63	5033.858	22.733	-105.493	42.827	-1.941	0.4595	218	97.88
5	208.8384	2	9	604a9_795-017020.xlsx	4857.203	0.458	0.887	0.7	-5.183	4.494	-4.894	-4.887	4955.682	1.971	3.642	1.189	0.7423	0	2.878	3.387	5004.312	1.971	3.642	1.189	2.227	0	8.633	10.16
6	207.408	2	9	604a9_795-021024.xlsx	4854.087	0.217	0.675	0.384	13.3	6.747	9.559	4.435	4953.46	0.409	1.416	0.648	-2.362	1.042	-3.56	-1.926	5002.09	0.409	1.416	0.648	-7.086	3.125	-10.68	-5.779
7	205.9776	2	9	604a9_795-025028.xlsx	4854.539	0.227	1.172	0.332	12.17	4.305	15.18	5.486	4955.532	0.625	1.37	0.686	1.516	1.081	2.211	1.813	5004.162	0.625	1.37	0.686	4.547	3.244	6.633	5.44
8	204.5472	2	9	604a9_795-029032.xlsx	4858.158	0.26	0.517	0.308	13.2	6.953	7.262	4.293	4953.31	0.141	0.117	0.353	4.723	4.689	0.5898	1.701	5001.939	0.141	0.117	0.353	14.17	14.07	1.77	5.104
9	203.1168	2	9	604a9_795-033036.xlsx	4858.449	0.333	1.445	0.621	-8.494	3.636	-13.07	-6.085	4952.573	5.381	26.524	8.403	-0.7646	0.2594	-21.59	-10.2	5001.203	5.381	26.524	8.403	-2.294	0.7781	-64.76	-30.59
10	201.6864	2	9	604a9_795-037040.xlsx	4868.907	24.245	235.77	98.419	3.543	1.405	889.1	675.7	4957.446	0.485	2.153	0.926	-2.385	0.8647	-5.465	-2.645	5006.076	0.485	2.153	0.926	-7.155	2.594	-16.39	-7.935
11	200.256	2	9	604a9_795-041044.xlsx	4856.043	0.035	0.293	0.196	-37.71	61.75	-11.74	-11.8	4995.02	56.549	145.572	181.575	-0.8954	0.2214	-138.7	-198.8	5043.649	56.549	145.572	181.575	-2.686	0.6641	-416.2	-596.4
12	198.8256	2	9	604a9_795-045048.xlsx	4856.377	0.371	1.538	0.616	7.987	3.531	13.08	5.754	4971.723	2.277	6.71	2.889	-0.8457	0.4424	-6.04	-3.742	5020.353	2.277	6.71	2.889	-2.537	1.327	-18.12	-11.23
13	197.3952	2	9	604a9_795-049052.xlsx	4855.097	1.038	3.431	2.163	4.3	2.27	15.7	9.863	4952.836	0	0.041	0.121	8.614	28.9	0.3752	0.2007	5001.466	0	0.041	0.121	25.84	86.71	1.126	0.6021
14	195.9648	2	9	604a9_795-053056.xlsx	4864.48	0	0.13	0	-57.1	0	-7.892	-114.3	4952.991	0.246	1.088	0.386	-3.348	1.212	-3.877	-1.41	5001.621	0.246	1.088	0.386	-10.05	3.635	-11.63	-4.23
15	194.5344	2	9	604a9_795-057060.xlsx	4859.085	1.085	2.814	2.131	3.976	2.612	11.91	8.566	4952.294	0.563	2.22	1.426	-2.211	1.116	-5.225	-2.572	5000.924	0.563	2.22	1.426	-6.634	3.348	-15.67	-7.717
16	193.104	2	9	604a9_795-061064.xlsx	4870.454	1.965	6.5	3.61	-3.315	1.533	-22.94	-13.13	4952.193	1.334	3.117	1.64	-0.9614	0.521	-3.19	-2.585	5000.823	1.334	3.117	1.64	-2.884	1.563	-9.57	-7.755
17	191.6736	2	9	604a9_795-065068.xlsx	4857.075	0.029	0.131	0	-54.66	0	-7.641	-8.2	4959.146	0.003	-0.064	0.048	-268.9	1607	18.23	95.29	5007.776	0.003	-0.064	0.048	-806.8	4821	54.69	285.9
18	190.2432	2	9	604a9_795-069072.xlsx	4856.878	0.421	1.299	0.521	6.32	3.389	8.741	4.794	4941.569	0.038	-0.224	0.19	17.7	38.32	-4.22	-5.945	4990.199	0.038	-0.224	0.19	53.1	115	-12.66	-17.84
19	188.8128	2	9	604a9_795-073076.xlsx	4863.209	0.138	0.366	0.352	-16.61	25.67	-6.478	-4.669	4955.766	1.52	0.651	3.6	3.253	13.37	2.255	3.463	5004.396	1.52	0.651	3.6	9.76	40.12	6.764	10.39
20	187.3824	2	9	604a9_795-077080.xlsx	4854.157	0.371	1.421	0.608	8.466	3.795	12.81	5.994	4946.134	6.306	31.536	11.05	-0.7786	0.2788	-26.14	-11.37	4994.764	6.306	31.536	11.05	-2.336	0.8365	-78.41	-34.11
21	185.952	2	9	604a9_795-081084.xlsx	4858.007	1.149	2.439	1.712	3.333	3.027	8.652	7.444	4953.292	0.306	-0.818	0.566	-3.558	2.239	3.097	1.526	5001.922	0.306	-0.818	0.566	-10.67	6.717	9.29	4.578
22	184.5216	2	9	604a9_795-085088.xlsx	4854.234	0.091	0.169	0.84	-17.99	22.31	-3.242	-12.54	4953.401	0.155	-0.443	0.309	-3.593	4.478	1.692	1.391	5002.031	0.155	-0.443	0.309	-10.78	13.43	5.077	4.172
23	183.0912	2	9	604a9_795-089092.xlsx	4854.292	1.389	3.516	2.778	3.636	2.306	13.61	9.37	4990.944	7.444	34.451	11.804	-0.8248	0.2528	-30.25	-11	5039.574	7.444	34.451	11.804	-2.475	0.7585	-90.74	-32.99
24	181.6608	2	9	604a9_795-093096.xlsx	4854.827	0.025	-0.301	0.312	-32.88	80.97	10.54	15.27	4955.226	0.175	0.731	0.286	3.948	1.732	3.072	1.275	5003.856	0.175	0.731	0.286	11.84	5.195	9.217	3.826
25	180.2304	2	9	604a9_795-097100.xlsx	4858.023	0.074	0.337	0.323	17.88	30.04	6.419	5.371	4957.103	0.17	0.352	0.457	4.102	6.899	1.538	1.131	5005.733	0.17	0.352	0.457	12.3	20.7	4.613	3.392
26	178.8	2	9	604a9_795-101104.xlsx	4856.262	0.381	-0.713	0.501	-5.078	4.368	3.855	3.935	4953.169	0.381	0.904	0.551	-2.563	1.454	-2.467	-1.508	5001.799	0.381	0.904	0.551	-7.689	4.361	-7.4	-4.523
27	177.3696	2	9	604a9_795-105108.xlsx	4854.868	0.079	-0.277	0.28	20.62	46.41	-6.086	-8.529	4958.662	0.749	2.502	1.573	-2.614	1.331	-6.963	-2.861	5007.292	0.749	2.502	1.573	-7.842	3.992	-20.89	-8.583
28	175.9392	2	9	604a9_795-109112.xlsx	4857.445	0.802	1.906	1.292	4.381	3.218	8.887	6.242	4955.293	1.618	7.153	2.729	-1.145	0.4855	-8.717	-3.655	5003.923	1.618	7.153	2.729	-3.435	1.456	-26.15	-10.96
29	174.5088	2	9	604a9_795-113116.xlsx	4895.561	0.987	4.678	2.294	5.14	2.419	25.59	10.81	4955.682	2.115	3.233	2.002	0.6717	0	2.312	2.513	5004.312	2.115	3.233	2.002	2.015	0	6.935	7.538
30	173.0784	2	9	604a9_795-117120.xlsx	4849.572	0.139	0.353	0.324	-15.25	21.78	-5.726	-4.592	4950.717	0.723	2.253	1.345	2.02	1.115	4.845	2.784	4999.347	0.723	2.253	1.345	6.061	3.344	14.53	8.353
31	171.648	2	9	604a9_795-121124.xlsx	4855.128	0.251	0.59	0.45	-14.48	8.63	-9.087	-4.077	4956.885	0.117	0.131	0.226	-2.577	3.43	-0.3595	-0.7757	5005.515	0.117	0.131	0.226	-7.73	10.29	-1.078	-2.327
32	170.2176	2	9	604a9_795-125128.xlsx	4857.912	0.39	1.354	0.571	7.524	3.788	10.84	5.614	4955.842	0.083	0.422	0.312	-4.818	4.776	-2.164	-1.044	5004.472	0.083	0.422	0.312	-14.46	14.33	-6.491	-3.133
33	168.7872	2	9	604a9_795-129132.xlsx	4861.899	3.602	15.632	6.532	-2.84	1.217	-47.26	-21.99	4976.732	30.829	-184.921	88.719	-0.7742	0.2072	152.4	101.7	5025.362	30.829	-184.921	88.719	-2.323	0.6215	457.2	305
34	167.3568	2	9	604a9_795-133136.xlsx	4856.685	0.632	2.707	1.182	-5.792	2.453	-16.69	-7.05	4957.645	0.977	2.4	1.36	1.012	0.6102	2.587	1.892	5006.275	0.977	2.4	1.36	3.037	1.83	7.76	5.675
35	165.9264	2	9	604a9_795-137140.xlsx	4857.714	0.793	1.659	0.878	4.401	3.421	7.773	6.089	4954.575	0.11	-0.435	0.227	4.349	3.018	-2.015	-1.041	5003.205	0.11	-0.435	0.227	13.05	9.055	-6.046	-3.124
36	164.496	2	9	604a9_795-141144.xlsx	4857.855	0.949	2.502	1.728	4.756	3.225	12.67	9.209	4956.311	2.66	9.035	10.852	1.331	1.159	12.81	7.457	5004.94	2.66	9.035	10.852	3.994	3.476	38.42	22.37
37	163.0656	2	9	604a9_795-145148.xlsx	4858.009	0.046	0.342	0.521	-26.11	74.68	-9.503	-13	4954.17	0.294	0.81	0.484	2.587	1.626	2.232	1.402	5002.8	0.294	0.81	0.484	7.762	4.877	6.696	4.207
38	161.6352	2	9	604a9_795-149152.xlsx	4851.984	1.125	5.588	2.111	4.987	1.911	29.66	11.38	4957.405	0.046	-0.278	0.158	-10.05	14.5	2.979	2.777	5006.035	0.046	-0.278	0.158	-30.15	43.51	8.938	8.33
39	160.2048	2	9	604a9_795-153156.xlsx	4858.181	0.211	0.614	0.315	9.381	5.152	6.133	3.782	4954.631	0.084	0.444	0.221	4.965	2.991	2.345	0.9552	5003.261	0.084	0.444	0.221	14.9	8.972	7.034	2.866
40	158.7744	2	9	604a9_795-157160.xlsx	4857.796	0.132	0.596	0.234	15.43	5.463	9.796	4.067	4958.315	0.114	0.502	0.271	-4.674	2.576	-2.499	-1.089	5006.945	0.114	0.502	0.271	-14.02	7.727	-7.497	-3.267
41	157.344	2	9	604a9_795-161164.xlsx	4858.185	4.057	3.467	3.624	1.357	2.401	5.01	9.298	4975.178	9.241	74.434	22.69	-1.09	0.2106	-86.37	-21.78	5023.808	9.241	74.434	22.69	-3.27	0.6317	-259.1	-65.34
42	155.9136	2	9	604a9_795-165168.xlsx	4856.363	0.324	1.173	0.728	-8.166	4.379	-10.19	-5.648	4955.86	1.565	6.23	2.841	-1.336	0.5092	-8.857	-4.231	5004.49	1.565	6.23	2.841	-4.007	1.528	-26.57	-12.69
43	154.4832	2	9	604a9_795-169172.xlsx	4854.299	0.566	1.702	0.658	5.104	3.176	9.247	5.857	4955.11	0.13	0.691	0.243	-4.808	1.743	-3.535	-1.308	5003.74	0.13	0.691	0.243	-14.42	5.228	-10.6	-3.924
44	153.0528	2	9	604a9_795-173176.xlsx	4855.738	1.308	1.585	3.411	-3.883	6.871	-6.552	-6.795	4947.272	1.327	4.396	1.84	1.247	0.5263	5.836	3.239	4995.902	1.327	4.396	1.84	3.741	1.579	17.51	9.717
45	151.6224	2	9	604a9_795-177180.xlsx	4855.076	2.933	2.745	3.118	-1.386	1.891	-4.05	-7.124	4954.125	0	0.149	0	-3.042	3.625	-0.4837	-1.15	5002.754	0	0.149	0	-9.126	10.87	-1.451	-3.45
46	150.192	2	9	604a9_795-181184.xlsx	4850.098	0.152	0.506	0.502	13.79	10.75	7.433	4.066	4955.968	0.176	0.833	0.296	4.186	1.597	3.711	1.438	5004.598	0.176	0.833	0.296	12.56	4.792	11.13	4.313
47	148.7616	2	9	604a9_795-185188.xlsx	4858.281	0.643	2.256	0.986	-5.808	2.718	-13.95	-7.621	4951.272	0.222	0.569	0.278	3.306	1.692	2.003	1.272	4999.902	0.222	0.569	0.278	9.917	5.076	6.008	3.817
48	147.3312	2	9	604a9_795-189192.xlsx	4845.494	1.61	4.211	1.891	2.935	1.94	13.15	8.783	4958.043	0.263	0.855	0.501	-2.975	1.232	-2.706	-1.593	5006.673	0.263	0.855	0.501	-8.925	3.697	-8.119	-4.778
49	145.9008	2	9	604a9_795-193196.xlsx	4858.146	2.027	3.283	4.984	2.793	3.064	9.759	10.57	4954.786	0.205	1.134	0.351	3.875	1.272	4.678	1.592	5003.416	0.205	1.134	0.351	11.63	3.817	14.03	4.776
50	144.4704	2	9	604a9_795-197200.xlsx	4857.421	0.219	1.135	0.39	9.971	3.892	12.04	4.851	4953.875	0.162	1.003	0.366	4.582	1.359	4.893	1.637	5002.505	0.162	1.003	0.366	13.75	4.076	14.68	4.911
51	143.04	2	9	604a9_795-201204.xlsx	4857.769	1.019	2.343	1.605	3.623	3.104	9.034	7.176	4955.539	0.17	0.467	0.413	-3.998	3.449	-1.986	-1.114	5004.169	0.17	0.467	0.413	-11.99	10.35	-5.959	-3.341
52	141.6096	2	9	604a9_795-205208.xlsx	4855.396	0.794	4.745	1.065	6.866	2.065	34.68	10.62	4954.642	0.044	-0.184	0.046	44.71	44.36	-8.756	-6.756	5003.272	0.044	-0.184	0.046	134.1	133.1	-26.27	-20.27
53	140.1792	2	9	604a9_795-209212.xlsx	4856.83	0.542	1.83	0.872	6.036	3.297	11.76	6.538	4952.964	1.119	3.474	1.662	1.331	0.7878	4.922	2.819	5001.594	1.119	3.474	1.662	3.993	2.363	14.77	8.458
54	138.7488	2	9	604a9_795-213216.xlsx	4857.858	0.339	0.936	0.591	8.115	4.846	8.086	4.986	4953.429	0.071	0.568	0.292	7.432	3.134	4.492	1.333	5002.059	0.071	0.568	0.292	22.29	9.401	13.47	3.998
55	137.3184	2	9	604a9_795-217220.xlsx	4856.074	2.943	2.169	2.275	1.581	2.72	3.65	6.894	4953.603	0.121	0.933	0.289	6.17	1.621	6.128	1.709	5002.233	0.121	0.933	0.289	18.51	4.862	18.38	5.127
56	135.888	2	9	604a9_795-221224.xlsx	4856.756	0.389	1.841	0.739	8.79	3.377	17.23	6.61	4954.008	0.084	1.063	0.186	9.141	1.414	10.34	1.642	5002.638	0.084	1.063	0.186	27.42	4.241	31.03	4.927
57	134.4576	2	9	604a9_795-225228.xlsx	4857.307	0.106	1.118	0.218	30.14	4.94	35.86	5.928	4953.995	0.059	1.007	0.195	14.15	1.886	15.17	2.069	5002.625	0.059	1.007	0.195	42.46	5.657	45.5	6.206
